CG/TG,CONSUMER_ID,PRODUCT_ID,PRICE,TRX_DATE,Offer_Type,Type,Validity,Voice_Benefit,Data_Benefit,Voice_Price,Data_Price,Combo_Price,Product_Description
CG,85899361593,P186,319,2022-02-01,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,8589938563,P186,492,2022-05-29,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,60129552736,P186,271,2022-03-05,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,34359764066,P186,175,2022-02-13,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,1.46E+11,P186,151,2022-01-25,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,51539660602,P186,397,2022-01-21,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,77309444698,P186,342,2022-01-03,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,77309431254,P186,279,2022-05-24,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,42949709480,P186,39,2022-02-17,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,1.12E+11,P186,434,2022-05-25,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,8589966712,P186,161,2022-04-01,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,1.12E+11,P186,405,2022-03-15,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,42949676900,P186,375,2022-03-26,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,1.37E+11,P186,484,2022-05-13,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,1.20E+11,P186,212,2022-05-13,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,77309427879,P186,433,2022-01-31,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,1.29E+11,P186,336,2022-03-15,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,34359758508,P186,260,2022-05-14,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,1.55E+11,P186,165,2022-05-23,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,60129569919,P186,305,2022-04-16,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,85899368408,P186,297,2022-05-28,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,1.37E+11,P186,39,2022-03-02,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,85899381203,P186,482,2022-01-21,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,1.12E+11,P186,83,2022-04-04,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,15640,P186,328,2022-04-13,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,34359759537,P186,183,2022-01-03,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,1.46E+11,P186,344,2022-01-30,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,85899350240,P186,307,2022-05-23,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,8589975173,P186,17,2022-04-04,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,17179921279,P186,316,2022-01-21,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,34359746888,P186,237,2022-05-23,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,85899397517,P186,65,2022-03-19,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,51539654720,P186,247,2022-02-26,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,94489295113,P186,69,2022-05-14,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,1.37E+11,P186,288,2022-04-14,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,68719486800,P186,401,2022-04-30,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,1.46E+11,P186,305,2022-04-20,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,1.20E+11,P186,90,2022-04-26,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,8589966376,P186,378,2022-02-22,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,60129566307,P186,258,2022-05-26,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,1.29E+11,P186,447,2022-02-05,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,25769837051,P186,457,2022-02-24,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,1.03E+11,P186,80,2022-01-27,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,25769808791,P186,295,2022-02-19,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,1.37E+11,P186,484,2022-05-04,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,25769836984,P186,152,2022-03-25,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,17179890216,P186,171,2022-03-17,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,51539609490,P186,349,2022-05-01,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,68719507420,P186,157,2022-03-16,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,34359773481,P186,338,2022-01-01,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,17179898437,P186,258,2022-03-17,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,60129565084,P186,443,2022-02-25,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,1.37E+11,P186,197,2022-02-24,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,34359780576,P186,102,2022-05-27,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,1.37E+11,P186,128,2022-04-13,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,60129581433,P186,87,2022-02-02,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,17179903941,P186,180,2022-04-02,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,1.63E+11,P186,253,2022-05-22,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,85899390307,P186,309,2022-04-27,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,17179915272,P186,250,2022-04-17,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,1.37E+11,P186,242,2022-03-22,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,14533,P186,458,2022-02-17,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,8589972865,P186,390,2022-01-20,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,1.20E+11,P186,123,2022-05-29,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,1.29E+11,P186,89,2022-01-24,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,77309416005,P186,61,2022-05-25,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,1.20E+11,P186,115,2022-03-30,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,94489290252,P186,70,2022-05-14,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,85899390174,P186,141,2022-01-27,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,68719530408,P186,118,2022-01-21,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,51539649744,P186,85,2022-05-05,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,25769818963,P186,343,2022-02-15,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,1.29E+11,P186,13,2022-01-03,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,1.03E+11,P186,230,2022-05-15,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,25769804442,P186,173,2022-05-14,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,77309427263,P186,231,2022-03-22,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,51539656824,P186,70,2022-04-16,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,1.20E+11,P186,387,2022-02-26,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,94489287132,P186,62,2022-02-13,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,1.55E+11,P186,67,2022-05-20,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,1.46E+11,P186,234,2022-02-04,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,1.37E+11,P186,122,2022-01-20,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,25769833350,P186,330,2022-05-04,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,25769838166,P186,30,2022-04-20,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,51320,P186,248,2022-02-17,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,1.55E+11,P186,499,2022-04-18,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,60129559172,P186,139,2022-05-24,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,68719532286,P186,387,2022-05-18,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,1.63E+11,P186,128,2022-02-22,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,42949712973,P186,312,2022-03-04,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,25769832896,P186,124,2022-03-22,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,51539637984,P186,467,2022-03-26,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,77309413355,P186,327,2022-04-24,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,8589945107,P186,497,2022-03-15,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,1.29E+11,P186,257,2022-04-01,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,51539613840,P186,165,2022-04-27,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,94489304801,P186,56,2022-04-02,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,55876,P186,226,2022-04-17,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,77309451809,P186,186,2022-03-23,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,85899364562,P186,489,2022-02-16,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,25769823511,P186,454,2022-01-20,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,1.37E+11,P186,265,2022-05-27,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,42949678681,P186,374,2022-05-26,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,51539620320,P186,287,2022-03-05,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,34359783164,P186,389,2022-02-16,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,1.46E+11,P186,139,2022-05-05,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,1.29E+11,P186,161,2022-04-05,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,47711,P186,213,2022-03-25,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,1.12E+11,P186,259,2022-04-23,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,34359789779,P186,186,2022-03-13,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,34359743476,P186,75,2022-01-13,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,1.20E+11,P186,58,2022-03-30,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
CG,1.55E+11,P186,72,2022-04-05,Open,Combo,Daily,116,7,412,483,150,70 Local+National SMS_7D
TG,1.46E+11,P158,188,2022-04-25,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,1.46E+11,P158,196,2022-04-25,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,1.03E+11,P158,90,2022-03-20,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,68719523766,P158,117,2022-04-29,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,17179890876,P158,287,2022-04-24,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,34359763883,P158,159,2022-04-28,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,77309443063,P158,268,2022-05-23,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,1.63E+11,P158,290,2022-03-27,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,1.46E+11,P158,263,2022-02-23,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,1.03E+11,P158,185,2022-01-29,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,31002,P158,277,2022-04-26,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,85899353595,P158,236,2022-05-23,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,605,P158,431,2022-01-20,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,51539656651,P158,252,2022-05-21,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,85899357922,P158,442,2022-04-29,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,77309425203,P158,54,2022-05-02,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,1.63E+11,P158,180,2022-03-13,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,42949694469,P158,15,2022-05-17,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,1.29E+11,P158,289,2022-04-14,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,1.12E+11,P158,229,2022-04-25,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,85899358575,P158,128,2022-02-24,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,85899397236,P158,471,2022-03-21,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,34359756142,P158,458,2022-05-19,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,1.63E+11,P158,323,2022-02-03,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,85899354186,P158,213,2022-04-29,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,25769837006,P158,455,2022-01-18,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,1.12E+11,P158,314,2022-02-21,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,1.37E+11,P158,346,2022-02-19,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,1.12E+11,P158,370,2022-03-13,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,52199,P158,61,2022-05-02,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,60129583800,P158,185,2022-05-31,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,17179877682,P158,34,2022-03-16,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,85899379611,P158,188,2022-01-19,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,17179919944,P158,67,2022-03-21,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,42949677561,P158,344,2022-04-18,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,60129559002,P158,114,2022-03-03,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,1.55E+11,P158,189,2022-02-04,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,17179881263,P158,9,2022-02-27,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,34359779590,P158,482,2022-01-31,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,25769824692,P158,283,2022-01-13,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,77309426969,P158,250,2022-04-26,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,68719496235,P158,154,2022-05-14,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,60129580510,P158,346,2022-05-22,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,8589978519,P158,355,2022-05-24,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,60129576103,P158,322,2022-02-22,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,1.29E+11,P158,108,2022-05-24,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,1.03E+11,P158,285,2022-04-17,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,51539618217,P158,263,2022-03-28,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,1.12E+11,P158,351,2022-01-15,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,51539614074,P158,7,2022-02-25,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,77309444334,P158,258,2022-04-13,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,1.37E+11,P158,220,2022-02-17,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,77309439117,P158,129,2022-01-01,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,77309429146,P158,230,2022-03-05,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,1.29E+11,P158,465,2022-03-26,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,42949688980,P158,340,2022-02-23,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,60129576304,P158,37,2022-02-14,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,51539652918,P158,339,2022-03-24,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,1.37E+11,P158,395,2022-01-23,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,8589958805,P158,365,2022-01-20,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,94489314199,P158,448,2022-01-26,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,51539613030,P158,42,2022-03-14,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,68719501287,P158,465,2022-05-13,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,77309418279,P158,336,2022-03-29,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,1.03E+11,P158,60,2022-03-16,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,1.29E+11,P158,191,2022-03-20,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,1.20E+11,P158,283,2022-05-24,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,1.20E+11,P158,121,2022-05-01,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,34359789307,P158,408,2022-05-14,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,1.37E+11,P158,294,2022-04-21,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,1.63E+11,P158,12,2022-03-19,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,17179885651,P158,383,2022-04-22,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,1.63E+11,P158,90,2022-04-26,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,34359770161,P158,483,2022-03-04,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,11145,P158,147,2022-04-22,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,1.20E+11,P158,440,2022-02-26,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,25769815315,P158,220,2022-01-15,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,1.12E+11,P158,395,2022-04-18,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,8589961475,P158,366,2022-02-19,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,68719488499,P158,424,2022-02-05,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,68719521351,P158,413,2022-01-04,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,85899377129,P158,247,2022-04-21,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,1.46E+11,P158,96,2022-01-17,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,51539620160,P158,334,2022-04-26,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,1.03E+11,P158,76,2022-01-28,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,42949691448,P158,32,2022-05-14,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,42949687441,P158,359,2022-03-29,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,1.03E+11,P158,171,2022-01-02,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,51539661466,P158,430,2022-05-27,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,25769816614,P158,416,2022-02-02,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,51539609740,P158,427,2022-02-03,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,1.63E+11,P158,78,2022-03-19,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,1.12E+11,P158,406,2022-04-26,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,1.29E+11,P158,281,2022-03-02,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,77309411498,P158,277,2022-04-21,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,1.20E+11,P158,102,2022-04-26,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,25769819124,P158,283,2022-01-25,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,1.12E+11,P158,169,2022-04-20,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,1.63E+11,P158,291,2022-02-05,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,68719482849,P158,376,2022-02-25,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,34359775608,P158,117,2022-02-15,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,1.55E+11,P158,248,2022-02-21,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,1.55E+11,P158,112,2022-01-23,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,1.20E+11,P158,162,2022-02-22,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,1.03E+11,P158,210,2022-03-25,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,1.20E+11,P158,102,2022-02-21,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,1.46E+11,P158,357,2022-02-03,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,85899399926,P158,44,2022-02-24,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,1.12E+11,P158,421,2022-05-03,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,77309420381,P158,175,2022-01-15,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,51539623597,P158,87,2022-01-03,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,8589966946,P158,464,2022-04-17,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,42949685150,P158,240,2022-02-04,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,1.55E+11,P158,386,2022-01-17,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,1.03E+11,P158,69,2022-03-02,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,77309445127,P158,179,2022-02-03,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,60129565024,P158,490,2022-05-27,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,51539643499,P158,337,2022-03-18,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,1.20E+11,P158,453,2022-03-04,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,1.20E+11,P158,370,2022-02-13,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,25769826943,P158,317,2022-01-26,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,1.63E+11,P158,150,2022-03-21,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,8589958683,P158,432,2022-02-21,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,54171,P158,411,2022-02-24,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,1.46E+11,P158,190,2022-03-15,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,1.37E+11,P158,470,2022-03-22,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,49912,P158,173,2022-02-26,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,77309421405,P158,267,2022-05-01,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,1.12E+11,P158,287,2022-04-15,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,1.37E+11,P158,171,2022-05-17,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,1.37E+11,P158,195,2022-03-05,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,1.20E+11,P158,304,2022-05-05,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,1.03E+11,P158,360,2022-04-14,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,1.03E+11,P158,255,2022-03-20,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,1.46E+11,P158,313,2022-05-29,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,1.12E+11,P158,378,2022-04-27,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
CG,60129553767,P158,476,2022-01-22,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
TG,25769821643,P158,498,2022-05-30,Open,Voice,Weekly,136,0,329,0,0,70 Local+National SMS_7D
